,petid,magnitude,score
11301,9193e335e,1.6,0
11302,e736f4022,7.0,0.1
11303,e4fb514b2,1.8,0.6
11304,f98750599,1.6,0.2
11305,9a7a6f554,0.9,0
11306,28af3f2c9,4.3,0.3
11307,8c7949266,2.7,0.3
11308,1b6f92bc2,3.7,0.6
11309,cdf4d775f,2.9,0.3
11310,0f796d3f9,2.4,0.2
11311,ee6e0abe4,8.3,0.3
11312,e44bb666d,1.2,-0.3
11313,e3e339d6f,1.7,0
11314,f680cd37a,2.5,0
11315,eb4f09e0e,3.5,0.3
11316,c5b782f4e,8.0,0.5
11317,8b56fecb8,3.2,0.1
11318,c36ffffdc,2.1,0.3
11319,c318c6ccf,2.4,0
11320,cc5892ce1,0.5,0
11321,5ada2f8b6,0.2,0
11322,e99c4a55d,0.9,0.4
11323,453125325,0.9,0.9
11324,d815333bb,1.5,0.2
11325,e388a963d,1.7,0.2
11326,01958f464,6.1,0.3
11327,710126170,0.7,0.7
11328,026ebf139,1.6,0
11329,d8d014d03,5.1,0.1
11330,d181cbafa,5.4,0.1
11331,4060caeb1,0.1,0.1
11332,0243911ea,0.2,0
11333,02f63f8ff,0.6,0.6
11334,fce6f8dff,0.4,0.4
11335,dffd9f2ff,3.2,0.4
11336,d72dafbea,1.7,0.8
11337,2a89fe4a5,0.7,0.1
11338,081199ea2,5.1,0.5
11339,be604ea67,0.5,0
11340,0c05a138b,1.2,0.1
11341,2136a3c04,2.5,0.1
11342,f49099d52,4.9,0.3
11343,ab10e0e8c,0.3,0
11344,d18218a56,0.9,0.2
11345,628fd5227,3.6,0.4
11346,4d6a996c1,0.8,0.4
11347,e9cfb355a,3.9,0.4
11348,966aaf6e2,0.8,0.2
11349,640e0b69b,1.9,0
11350,a5767a3da,0.9,-0.9
11351,95b24de4a,2.2,0.3
11352,24d1c128d,0.3,0
11353,2b530d418,0.2,0.2
11354,5096467b6,0.2,0.1
11355,df2051351,3.2,0.2
11356,db4a0242a,4.2,0.3
11357,1b5af7749,1.9,0
11358,e5bc7aaa8,1.1,-0.1
11359,e0d71d1af,2.5,0.5
11360,71390d670,1.8,0
11361,1368f0b22,2.5,0.3
11362,305524cba,1.0,0.5
11363,30eb0f9e6,0.4,0
11364,c8cca430f,1.0,0.5
11365,ca39f5e93,1.2,0.3
11366,3c0c76a42,0.3,0.3
11367,9a65d163b,0.9,0.9
11368,98aec0679,0.9,0.9
11369,0443d6f82,1.5,-0.1
11370,7942b62ef,3.1,0
11371,abf1716a9,2.0,0.3
11372,ca121ab91,2.4,0.4
11373,cd9c84ec2,5.7,0.1
11374,cc2881a97,7.2,0.3
11375,3cf06742b,0.1,-0.1
11376,de34278bc,3.1,0.1
11377,8c1fd43ef,1.3,0
11378,f0a4b28f6,1.9,0.4
11379,9ebe2f16c,1.0,0
11380,e54866fe5,1.9,0.2
11381,43d31be6c,6.8,0.1
11382,f85ae1408,1.1,0.2
11383,5bb802fa1,2.8,0.1
11384,ca28c5e51,7.3,0.3
11385,cb423070b,1.6,0
11386,fef340804,0.0,0
11387,75f3eb3f8,4.6,0.5
11388,2bbca459e,0.1,0.1
11389,d3968a6b0,1.2,0
11390,9cbc1fb81,2.6,0.2
11391,0de6709ab,1.5,0.3
11392,69ae5dba1,1.6,0.5
11393,628a224b2,8.5,0.5
11394,0d2394669,2.0,0.5
11395,0940ecf2b,1.1,0.3
11396,bb5917ca8,1.0,0.2
11397,d7f98a1a1,0.1,0.1
11398,04d4ce3a4,3.7,0.9
11399,c8519aacb,2.8,0
11400,10ba7efac,1.9,0.9
11401,4a78b3e0b,3.8,0.1
11402,a58fef87c,1.3,0.6
11403,1086c8df9,0.9,0.9
11404,8d08f7b70,1.6,0.1
11405,8a3efc6c4,2.7,0.3
11406,bab19cc57,0.7,0.3
11407,4b7262ad7,2.8,0.4
11408,63ba3f4a7,2.3,0.3
11409,f6ae0d580,0.1,-0.1
11410,9aac5500a,1.1,0.3
11411,b041aab9f,1.5,0.7
11412,a29c12bef,1.6,0.8
11413,c24516b64,1.6,0.1
11414,19af88854,6.9,0.1
11415,e68926f8d,2.8,0.5
11416,3c2a1ed3b,2.9,0.4
11417,69b2e9f3f,7.3,0.4
11418,394217006,2.0,0.5
11419,706d1c836,1.0,0.3
11420,919ebd16f,2.7,0.1
11421,f8e0a06ca,1.1,0
11422,6c5079e85,2.1,0.2
11423,25d4bd6e1,2.4,0.1
11424,8685a0b1c,0.0,0
11425,f02ef09d7,1.7,0.5
11426,124f45c2b,0.0,0
11427,6cfbd44df,0.8,0.2
11428,594c46c16,2.5,0.3
11429,9725fc542,1.7,-0.3
11430,9725bf4d2,1.3,0.4
11431,7b8fd895c,2.6,0.1
11432,e4f9be28d,1.9,0.5
11433,58a7e1caf,0.9,0
11434,eab44dad9,2.2,0.4
11435,f891608d9,0.8,-0.8
11436,67ab87b4a,0.0,0
11437,5118055f4,0.9,0.4
11438,965b31ba7,0.0,0
11439,310b5199f,0.9,0.9
11440,d13d93f69,1.5,0
11441,dcd0002db,0.0,0
11442,5188ce75b,0.8,0.4
11443,5597af31b,1.0,0.5
11444,21206933c,0.3,0.3
11445,d01112d4a,0.9,0.3
11446,1d79d37b3,1.7,0.1
11447,dd654a9e7,1.5,0.3
11448,9e6abcf6c,0.1,0
11449,b98610e10,0.3,-0.3
11450,bb5162df6,2.8,0
11451,ac2f56dbf,0.6,0.2
11452,24abd7725,2.4,0.4
11453,b780980c1,10.2,0
11454,8364bf2eb,3.9,0.5
11455,ae64cc2e7,4.5,0.3
11456,1aa3952c1,4.4,-0.2
11457,db10909d5,0.0,0
11458,e3b6b7d2e,0.1,-0.1
11459,4ea7c5d48,1.6,0.2
11460,36d7fc2c5,2.3,0.4
11461,d584d51b2,3.3,0
11462,d8876247a,0.0,0
11463,b3fc0b07a,0.7,0.3
11464,5e2e48bb2,0.5,-0.5
11465,9d20353ed,0.0,0
11466,dcba09ff1,0.9,0.3
11467,a93c04347,3.1,0.5
11468,6c62c854f,2.9,0.5
11469,f663a91e8,20.5,0.2
11470,1ce065496,1.3,-0.2
11471,7d6d03de2,1.4,0.1
11472,8b12f497f,1.8,0.1
11473,35d860fe5,4.0,0
11474,b9d49b198,2.2,0.1
11475,56ec0a2ef,0.4,0.2
11476,73d65de2d,0.7,0.7
11477,22d381889,1.3,0.3
11478,bf74b13ab,1.4,0.1
11479,eba773cbe,0.3,0.1
11480,802290aa5,1.4,0.1
11481,c547fc4f7,0.2,0.2
11482,106e252d9,3.8,0.6
11483,18dab2783,5.6,0.1
11484,120ae4dd3,2.7,0.4
11485,bd9e9d9e2,0.0,0
11486,b5f9a9c4a,1.1,0.2
11487,68eacf03e,0.7,-0.7
11488,a1d8d917c,0.5,0.5
11489,10741c443,2.7,0.3
11490,a96856173,0.6,0.6
11491,ab4ab38d7,1.6,0.1
11492,a768123bd,2.1,0.3
11493,bfbaff540,0.7,0
11494,104d9b198,2.7,0.1
11495,b6f77d754,1.9,0.3
11496,e7b201da2,1.9,0.4
11497,ab22c3350,0.7,0.7
11498,664a120bf,3.1,0.1
11499,b5ce44276,1.4,0.7
11500,14c70761a,0.4,0.4
11501,c458c51c0,4.4,0.7
11502,9ca31b395,0.4,0.4
11503,514e33268,1.8,0.2
11504,1e2cca514,0.9,0.9
11505,7959e3491,14.4,0
11506,a2ec6f8a8,1.7,0.3
11507,b748dc1da,0.4,0.4
11508,ff832cb7e,3.7,0.3
11509,cc628c147,3.7,0.6
11510,78b07d4e0,0.5,-0.5
11511,7559336dc,2.5,0.4
11512,3b92f9684,0.0,0
11513,a7c7ede79,2.1,0.2
11514,6eee0e191,0.2,-0.2
11515,fc2925be3,2.9,0.1
11516,21579dbcc,1.6,0.8
11517,cc3434ae1,4.4,0.5
11518,9e27976e9,0.4,0
11519,c69af3423,2.6,0.2
11520,14272c5c7,1.4,0.7
11521,fc3053f45,4.1,0.1
11522,df12e4d3b,1.8,0.1
11523,53ac79c6c,6.0,0.3
11524,d1f80f7d1,0.9,0
11525,54cccb3cb,0.9,0.9
11526,c4bcfbb1c,0.4,0
11527,fb6c5726f,3.4,0.2
11528,72c626d6c,1.8,0.2
11529,6219a1e79,1.2,0.3
11530,4d649e887,1.6,0.5
11531,29fd25bc8,0.9,0.3
11532,e0e8d63df,1.3,0.6
11533,32acc8a7a,3.8,0.5
11534,1380b76cf,0.6,0.6
11535,71a92867d,2.8,0.2
11536,4a3380641,4.1,0.6
11537,2c7a874ee,3.5,0.5
11538,489dad256,0.8,0.8
11539,30917edfa,1.1,0.2
11540,ebf5e5e77,0.2,0
11541,a2b2abe02,0.9,0.4
11542,04e7d89c0,4.4,0
11543,bec6fb5cd,0.9,0.4
11544,829ea64cc,4.1,0.3
11545,e77f9e778,1.9,0.1
11546,e989ad83f,6.1,0.4
11547,b9e27a268,4.1,0.3
11548,410707dda,0.4,0.4
11549,d867c4016,0.7,0.1
11550,6c3a05812,0.2,0.2
11551,380eaa884,8.5,0.6
11552,13469fc6a,1.7,0
11553,ac8229264,4.7,0.3
11554,af75249aa,0.0,0
11555,3befd2af6,3.0,0.4
11556,655bbbcc8,0.1,0
11557,400e57095,3.2,0.5
11558,89f229ee8,2.3,0.5
11559,66f430d36,2.3,0.5
11560,b8d07c37b,2.8,0.3
11561,2b3ec0f96,1.2,0.2
11562,fb2dc3fb7,0.7,0.1
11563,7f4b91187,4.2,0.7
11564,92fa4a896,0.2,0.2
11565,fc5f63812,1.8,0
11566,cf86cc5ea,0.9,-0.2
11567,8705145ca,2.4,0
11568,31ac53fd2,0.4,0.4
11569,cbd703fb6,4.5,0.7
11570,859bcc995,0.8,0.8
11571,4a2ecd24c,0.6,0.3
11572,28d20bc71,0.4,-0.4
11573,bac8c1a73,2.0,0.5
11574,27e6b452b,0.9,-0.1
11575,06ecc204f,1.8,0.1
11576,7a6dbcbbb,4.7,0.5
11577,9ef11ed6e,1.2,-0.3
11578,b310f969f,7.9,0.3
11579,a03330405,5.6,0.5
11580,bb2808ff8,3.7,0.1
11581,2faee359e,0.7,0.7
11582,dbf2d6b55,1.0,0.5
11583,646fe5d09,1.1,0.2
11584,23a5c1e87,0.7,0.2
11585,d5c4ef4c0,2.0,0.5
11586,e87214dd2,1.0,0.2
11587,162c1d98a,9.7,0.3
11588,e4aadf23c,3.8,0.1
11589,5b3559bf2,1.5,0.2
11590,842c9622d,0.0,0
11591,fb9a96204,5.7,0.7
11592,0e49eebb3,1.7,-0.2
11593,a8c336257,1.1,0.2
11594,a30ec0916,1.2,0.3
11595,ffb3a78e1,4.3,0.1
11596,1ce37d745,1.5,0.1
11597,7ecd54695,4.0,0.1
11598,619dcb4e6,3.5,0.2
11599,29af2b6ec,1.3,0.4
11600,7cd5e5195,4.1,0.3
11601,631fa08ed,4.4,0.3
11602,380e603cd,1.7,0.2
11603,7727b4dae,0.4,0.4
11604,c0d50b9f1,3.7,0.3
11605,4e3e41b78,0.5,0.5
11606,ef1c393e4,0.9,0.3
11607,d8e376a50,3.0,0.5
11608,ad8b0d9d1,2.4,0.3
11609,bfdde77ff,0.8,0.2
11610,57f2482cc,0.8,0.8
11611,7caa6d216,0.8,0.1
11612,fe1c36fb1,2.8,0
11613,aa2a3d9c7,0.7,0.1
11614,fc0952bea,0.7,0.2
11615,350116b16,4.3,0.1
11616,3d8760efc,2.8,0
11617,6464f2352,1.3,0
11618,640dbb3b6,0.9,0.9
11619,167fafe7b,0.2,0.2
11620,e88aaa263,1.8,0.6
11621,6f07e7abf,4.0,0.2
11622,ae886e80d,0.0,0
11623,3afe6f1fc,2.5,0.4
11624,4d6350e54,3.1,0.1
11625,d0a66003d,0.0,0
11626,18427ab22,5.9,0.4
11627,aa68a3672,0.8,0.4
11628,2d95a1a81,0.9,0.9
11629,4ae292968,0.6,0.6
11630,73c4d95a2,2.7,0.2
11631,ea9003f0f,1.5,0.3
11632,c66def50c,3.0,0.1
11633,1ee752de1,1.0,0.5
11634,92d2ebdff,1.8,0.9
11635,552ac34a1,0.3,0.3
11636,d02feb234,1.8,0.9
11637,c36943627,3.5,0.3
11638,98437e7cd,0.1,-0.1
11639,07ae95ddc,2.7,0.1
11640,1de957113,1.4,0.2
11641,d3dacde96,3.4,-0.1
11642,c92b59557,1.1,0.3
11643,76d3ef2a4,0.6,0.2
11644,8d676283f,1.6,0.2
11645,8dea6d23b,1.7,0.1
11646,e103f7612,0.8,0.2
11647,f81264ec6,0.8,0
11648,0eb219818,1.0,0.5
11649,20bad295b,1.3,0.6
11650,7998c5869,2.2,0.1
11651,d2c677e93,2.4,0.6
11652,b1ed265ef,1.9,0
11653,26039ba4f,0.2,0.1
11654,48ceb84a0,2.2,0.4
11655,b25c2d2d1,3.7,0.3
11656,0e920f96d,0.8,0.8
11657,a080c1037,0.4,-0.4
11658,204a3b926,3.6,0.4
11659,072ae6d9e,2.2,0.2
11660,6f77b4edf,2.8,0.3
11661,718a5d950,0.9,0.9
11662,9869aad59,1.3,0.2
11663,ae03f99f2,3.2,0.1
11664,71c3f9254,0.2,-0.2
11665,a46794d88,2.1,0.5
11666,194acc3f9,1.4,-0.3
11667,cc8459867,1.6,0.8
11668,1217eecab,4.3,0.2
11669,21a1b528f,1.0,0.2
11670,497ef36aa,1.8,0.6
11671,8cae4a15b,1.2,0.4
11672,8f331aa22,0.1,0
11673,75f7beaf2,2.9,-0.1
11674,9b0744be7,3.5,0.2
11675,47fb86cbd,0.3,0.1
11676,0133b0214,1.8,0.2
11677,bb4e0ddb3,0.7,0.2
11678,da962d158,0.0,0
11679,337405507,2.7,0.1
11680,5ff1a0cae,0.2,0.2
11681,f7a37173d,0.8,0.8
11682,044548f89,1.3,0
11683,749afb385,2.0,0.3
11684,8d1640f3e,2.6,0.6
11685,7adb5f44c,0.6,0.3
11686,f0e24b0aa,2.2,0.3
11687,e3e66cb5a,1.2,0.2
11688,de993d8ad,1.1,0.5
11689,a7344d7f5,5.2,0.3
11690,1635eac9a,0.3,0.3
11691,097dd9931,0.5,0.5
11692,4302e8f50,1.7,0.1
11693,4910ac042,0.7,0.7
11694,fab1170a2,2.5,0.4
11695,0338fcdaf,1.9,-0.1
11696,e2257ac60,1.1,0.2
11697,edf0ff7e4,1.4,0.1
11698,eb1f799df,3.8,-0.1
11699,76b818bdb,0.9,0.1
11700,8421c66e6,2.2,0.3
11701,267841852,1.6,0
11702,52ed9719f,3.9,0.2
11703,7268e9e21,3.2,0.3
11704,b91ac808b,1.2,0.2
11705,a575d70f3,2.8,0.3
11706,81694b7db,0.8,0.4
11707,bd8312dcc,0.6,0.3
11708,06abc52ac,1.5,0.3
11709,3712c63fd,1.0,-0.3
11710,8489f930c,1.0,0.5
11711,b00e4262e,4.5,0.4
11712,865e968b4,1.4,0.2
11713,a73b9eafd,0.9,0.9
11714,16ac32123,0.4,0
11715,522b73db7,2.4,0.1
11716,af7125abe,0.1,-0.1
11717,15937e540,7.5,0.1
11718,21d8f0d2f,2.2,0.5
11719,5407c6e1a,1.5,0.2
11720,ecc77653a,2.3,0.1
11721,b1818e562,3.9,0.4
11722,09d7272ad,2.3,0.5
11723,b66715e26,3.0,0.4
11724,75b726ba0,3.8,-0.1
11725,2c08a034c,2.0,0.3
11726,279895e23,1.4,0.2
11727,1ff51137d,0.8,0.2
11728,87e1b0c16,2.9,0.3
11729,0c4e78176,0.0,0
11730,c3a52fbbe,3.5,0.5
11731,2b6fe231b,2.7,0.6
11732,672bc370b,1.1,0.2
11733,69a1bfaa9,1.6,0.3
11734,47aacf137,3.8,0.6
11735,8a99dadaf,1.9,0
11736,a2b34e983,2.4,0.2
11737,3181e5424,2.0,-0.1
11738,4106b7290,1.2,0
11739,afc933f32,1.3,0
11740,cea2544a7,1.1,0
11741,bce56e27b,1.6,0.8
11742,2d2f6b042,3.1,0.4
11743,9849173ee,6.0,0.6
11744,09e64ce2b,0.5,0.2
11745,3e65ffa3c,3.2,0.1
11746,1258aaebb,0.3,0.3
11747,092b4242a,3.4,0
11748,f6ec35f31,1.7,0.1
11749,ff873a820,1.8,0.6
11750,79abb5387,1.2,0.3
11751,24488c53a,4.8,0
11752,ff5ea4f84,0.4,0.1
11753,96353db69,1.0,0.5
11754,ccd20906b,0.0,0
11755,41ae99ff2,3.3,0.5
11756,2b4003be8,1.5,0
11757,53bcfd67d,2.4,0.3
11758,65e601b18,0.7,0.7
11759,1bb0600a7,1.3,0.3
11760,c7cfbc8e9,1.6,0
11761,5146f799b,2.7,0.1
11762,9449dcc18,0.9,0.9
11763,8e9946952,3.2,0
11764,5783d40a2,2.1,0
11765,8b9a9eac7,8.6,0.2
11766,79f8f767e,1.2,0.1
11767,9fb2a918d,1.5,0.2
11768,691a8b7ea,0.3,-0.3
11769,64904cb52,1.2,0.6
11770,6c594bfb0,0.3,0.1
11771,f0ac69be1,0.9,0.4
11772,bf1b733a7,0.1,-0.1
11773,4f735cd71,2.9,0.3
11774,9d876d83a,2.7,0.4
11775,93b289505,1.0,-0.2
11776,b2d7d59c9,0.8,0.8
11777,b7856db41,0.0,0
11778,e5115cce8,2.9,0.4
11779,3485ea1db,0.5,-0.5
11780,74088eee1,5.7,0.2
11781,67db5accd,4.2,0.6
11782,90055a5f2,2.3,0.5
11783,c7bb75711,0.8,0.8
11784,928fba0c4,1.4,0.4
11785,f0a7a4dfb,0.3,0.1
11786,bb2a61d2b,1.5,0.7
11787,a18843d35,1.5,0
11788,487416da5,2.0,0.4
11789,ceee65059,1.2,0.4
11790,c3b89c2e8,2.8,0.2
11791,7c5a912a5,1.5,0.2
11792,74f16e441,1.0,0.5
11793,0f9697729,1.1,0.5
11794,efddad023,2.0,0.4
11795,a6610ebd3,1.2,0.4
11796,4d5e4949a,3.3,0.2
11797,c38d0b5ea,1.1,-0.1
11798,322b32801,1.3,0.4
11799,fa3df8921,2.7,0.5
11800,df70eb456,1.7,0.4
11801,af8cd40e0,5.1,0.1
11802,cf3bce1cc,2.4,0.2
11803,9f4a72311,1.1,0.5
11804,8a0cfdd56,0.3,-0.3
11805,30dd541af,3.6,0.7
11806,9c680abbe,0.3,0.3
11807,5a828ec3e,0.0,0
11808,636d6a0d9,2.4,0.6
11809,250f59089,6.9,0
11810,7993d67e3,2.0,-0.2
11811,15e5b0e7d,1.0,0.3
11812,75758ad3f,0.0,0
11813,ace3a3299,1.0,0
11814,3db150833,0.2,0.2
11815,ccf8c71f6,2.8,0.2
11816,d67c5c6cf,3.5,0.6
11817,bd6528981,2.5,0.6
11818,a7fd7a703,2.5,0
11819,1a783228c,2.4,0.8
11820,60923a60d,1.0,0.2
11821,df1d3b1ec,0.8,-0.2
11822,3bf71f7b1,0.4,0.4
11823,66f6cd1cb,0.5,0.2
11824,ca4a8f0c2,0.4,0
11825,8a17130c3,3.9,0.1
11826,5b11611ff,2.2,0.1
11827,f57a5c0ea,0.8,0
11828,964b2fec4,0.1,-0.1
11829,b744f152f,0.7,0.7
11830,43b5d3f4d,1.5,0.7
11831,6469bb262,1.7,0.4
11832,86dec16a3,3.9,0.6
11833,7023f6b45,4.2,0.2
11834,75f3c2e36,2.4,0.8
11835,ffd2e82a9,2.8,0.7
11836,553d1ee3b,1.4,0
11837,81670cf7e,0.4,0
11838,f08275fdc,1.5,0.3
11839,6c9696bc5,0.1,0
11840,faf4fd269,1.3,0
11841,3bfb759ce,1.2,0.2
11842,48f2b0d54,4.4,0.2
11843,7cd55a3dc,2.4,0.2
11844,69f8a53c8,0.0,0
11845,d5124cdcc,3.4,0.1
11846,615af86e9,3.7,0.1
11847,3a7bcfea4,1.6,0.1
11848,0c4c55b39,1.5,-0.1
11849,d0277b9d3,2.5,0.4
11850,955e7c5cf,4.0,0.2
11851,e4afff6dd,1.2,0.2
11852,23a1e62d8,1.5,0.5
11853,1c9e913d7,0.0,0
11854,92d830572,5.0,0.3
11855,8c89e09ae,0.5,-0.1
11856,35a135b13,1.4,0
11857,7a5091ca2,6.6,0.2
11858,4fe9ef7ce,2.7,0.5
11859,08710204e,0.0,0
11860,f7c487e58,4.1,0.1
11861,ec0fd1a7e,0.9,0.9
11862,4c31c7db9,0.8,0.8
11863,c9e86cf3c,2.2,0.3
11864,c662b7876,1.1,0.3
11865,be7fbd988,0.0,0
11866,5902c3051,2.3,0.3
11867,630e96c9d,2.3,0.3
11868,cbd6b3064,2.1,0.5
11869,f64813f9e,3.1,0.1
11870,ec13e5f25,4.7,0
11871,d565f7c6f,2.6,0.3
11872,dbabe4e51,0.6,0.6
11873,1c67c5f4c,0.6,0.6
11874,98231df17,0.3,0.3
11875,17ef602ce,2.4,0.1
11876,096c37d99,3.1,0.4
11877,9a7a99c23,2.5,0.6
11878,e317b2a73,2.5,0.1
11879,df8ad80b3,1.9,0.4
11880,c6189ea84,1.6,0.1
11881,b7f781c99,2.2,0.4
11882,2e7d08fa6,0.3,0.3
11883,dd9ee4a38,2.3,-0.2
11884,f27a94272,2.8,0.9
11885,d8be7f8b0,1.3,-0.1
11886,2c3f23fce,0.1,0
11887,448659511,9.0,0.1
11888,a963a6979,1.7,0.1
11889,cb5ecf136,7.7,0.2
11890,1712ba40e,0.1,-0.1
11891,795a443ea,0.0,0
11892,c1c16ac86,2.2,0.1
11893,fc5e81c00,1.2,0.2
11894,b9568ee6f,0.9,0.3
11895,c54ab239f,0.5,-0.1
11896,4f9379256,1.1,0.5
11897,1a56bb056,0.5,0.5
11898,ad2423b1f,0.9,0.3
11899,29f5cedc0,4.1,0
11900,ba13c272f,0.0,0
11901,0a0862717,0.6,0.3
11902,055825f1c,0.8,0.8
11903,d54759a77,1.5,0.2
11904,9c6fdbcb4,0.9,0.4
11905,05486faf5,0.3,0.1
11906,0fc52b599,1.4,0.7
11907,14f9ffbbc,2.6,0.3
11908,ef8ddd70b,0.8,0.8
11909,b3408d846,0.4,0.2
11910,4463622c8,2.3,0.4
11911,84efe95e8,1.5,0.2
11912,51cdc726a,8.8,0.4
11913,195c119c9,1.2,0.3
11914,b501efb71,2.0,0.4
11915,fac4ca24b,1.7,0.4
11916,321d04634,1.2,0.4
11917,81ea0e01a,4.7,0
11918,087fbda7e,6.8,0
11919,9b515d697,4.9,0.1
11920,c9c5b665b,0.0,0
11921,18ee92cdf,0.8,0.4
11922,8aaa67ff2,2.3,0.4
11923,ed6812520,2.7,0.5
11924,ade6b8efc,4.6,0.2
11925,dd7732e86,0.2,0.2
11926,7bb136045,5.5,0
11927,98128b920,3.0,0.6
11928,d1a67cee6,1.5,0.4
11929,0bd2d5882,0.0,0
11930,18556365a,4.3,0.3
11931,915f0b42a,0.5,0.1
11932,703f38466,2.5,0.1
11933,3bf6cdab0,2.0,0.4
11934,d5f80598c,0.6,0.2
11935,c76384236,1.1,0.3
11936,512bf1e8a,1.9,0.2
11937,059cfed40,1.1,0.5
11938,ddbb99929,2.2,0.4
11939,dc76d9fa5,1.9,0.3
11940,e89b91d44,1.7,0
11941,bc2fdee71,1.2,-0.2
11942,cd3cd5fcc,1.1,0.1
11943,0532bf9d3,1.9,0.4
11944,e0f3c756a,1.3,0.2
11945,cfebb0955,0.7,0.7
11946,5417ca8e6,0.0,0
11947,7adb2ab9b,6.1,0.1
11948,a5b1713d3,4.6,0.1
11949,8534310cc,0.6,0.6
11950,ebabceece,0.7,0.7
11951,e27ac6865,0.8,0.1
11952,8ef276c3b,1.6,0
11953,5a5ec1a49,0.1,0.1
11954,6d18cc71d,2.1,0.5
11955,c44a94d4b,1.3,0.1
11956,a7c004380,1.7,0.8
11957,01e410583,1.8,0.2
11958,08d17d82a,2.7,0
11959,a0be585cb,2.2,0.5
11960,35149528a,4.9,0.2
11961,0a4b42306,1.9,0.2
11962,f38727a35,3.1,0.5
11963,18c7d13d3,1.3,0.6
11964,b4446dca3,1.8,0
11965,5d0551d53,3.6,0.6
11966,7ed14130d,1.3,0.3
11967,ead9fb6b7,0.8,0.8
11968,484346fbc,1.3,0.3
11969,4b8ab594e,1.7,0.3
11970,1de8d0099,0.9,0.9
11971,c2b16f8ae,2.3,0.5
11972,366a4544f,1.2,0.1
11973,2f85c03bb,1.8,-0.1
11974,0a84451ae,4.0,0.4
11975,3f016dcab,2.2,0
11976,8111713a2,0.0,0
11977,85e72abd0,2.7,0.9
11978,b7a19c5ac,0.1,0
11979,733b7cb27,1.9,0
11980,ea062393d,1.7,0.2
11981,f5b2c6fc0,1.8,0.9
11982,9fe96f804,2.6,0.4
11983,861c903b6,2.1,0.3
11984,9099eb9ee,1.9,0.2
11985,ac7609b80,2.4,0
11986,ada57411b,1.3,0.3
11987,98caf2809,1.2,0.2
11988,4e9a13862,4.0,0.4
11989,2b5c446cc,1.0,0.4
11990,3bc0357ce,1.8,0.1
11991,6094997dd,0.3,0.1
11992,529025eb8,1.1,0.2
11993,fb9a1cf69,2.2,0.2
11994,cbfaa79cb,5.1,0.5
11995,50d766c25,0.7,0
11996,4bdc7be69,0.0,0
11997,e07812482,0.7,0.2
11998,d3dbf1e95,1.1,0.3
11999,cd7bea671,1.2,0.6
12000,988308307,0.2,0.2
12001,88b992d13,6.6,0.3
12002,145883970,0.9,0.9
12003,8509ad722,4.9,-0.1
12004,d5df34957,1.7,0.5
12005,403aa5c4b,1.4,0.4
12006,2d70f6a57,2.3,-0.4
12007,cff3127ad,3.8,0.3
12008,20bf4bf39,2.1,0.3
12009,43c623f94,0.9,0.9
12010,6be0a8fcd,1.4,0.2
12011,603fa62e1,1.0,0.5
12012,f056ab9fc,1.0,0.2
12013,0e1a2937a,1.9,0.9
12014,175af62c1,1.5,0.1
12015,b113401e2,4.8,0.3
12016,ae5059b40,3.7,0.2
12017,40501d365,12.7,0.4
12018,0fd9076d7,0.0,0
12019,067f49481,4.3,0
12020,64f5e2165,2.4,0.6
12021,68b8dab3b,5.5,0.1
12022,4ea44a5b0,0.3,0
12023,d3e488484,1.0,0.5
12024,6c6a5b5ac,0.8,0.8
12025,7199d2d4c,10.5,0.2
12026,db9ff390f,2.1,0.3
12027,47caf7ad1,0.2,0.2
12028,5e74dfc90,3.3,0
12029,db61b1f31,1.6,0
12030,65c1d2996,1.3,0.4
12031,c49629a90,0.9,-0.4
12032,94610095f,6.2,0.1
12033,e995f65fc,4.0,0.3
12034,aac9127c5,0.9,0.9
12035,6e61a7b46,0.2,0.2
12036,d6e52b75b,7.2,0.1
12037,a5595a935,0.2,0.2
12038,35b728d0d,3.2,0.2
12039,aac1167f3,1.5,0.5
12040,aebf47483,0.0,0
12041,7ae269152,2.4,0.3
12042,3f222f11f,1.8,0.9
12043,721017d68,1.1,0.5
12044,efb36dced,2.2,0.2
12045,de7114b0e,1.8,0.2
12046,67efce2e0,4.6,0.1
12047,a124a31ee,0.2,0
12048,97094f7ec,1.9,0.6
12049,b56e6500a,0.9,0.9
12050,850b0f686,1.1,0.3
12051,d7976886b,0.6,0.2
12052,01b8e6c14,3.0,0.1
12053,f53b95c90,1.7,0.8
12054,a144cca8c,2.0,0.1
12055,1a0180eb9,1.3,0.4
12056,4f04b1556,0.9,0.9
12057,d73e917de,0.4,0
12058,d6b97e7ca,2.6,0.8
12059,508f87cfc,0.7,0.7
12060,769ad37c5,4.0,0
12061,b16fae336,1.4,0.7
12062,f83695eb0,1.8,0
12063,32141c266,0.9,0.2
12064,68046ca33,0.1,0
12065,0fcc3cefe,3.7,0.4
12066,467faacc0,0.6,0.6
12067,f84b22dae,1.9,0.6
12068,d51b2e785,3.0,0.5
12069,a8f2a5210,0.4,0.4
12070,5c48b210e,2.0,0.6
12071,cde10c57e,0.8,0.4
12072,cff0d8c7b,3.2,0.4
12073,5909a21cc,1.6,0.3
12074,58fe1756c,1.5,0.4
12075,fc7706b56,0.9,0.9
12076,1965d2288,0.8,0.8
12077,00f997463,4.8,0.2
12078,59e7b5f52,0.9,0.9
12079,5152dbfe1,2.6,0.2
12080,1aa39ed52,0.3,0
